"winner";"rated";"turns";"victory_status";"white_rating";"black_rating";"opening_ply";"matchtime";"increment";"ECO";"firstmove";"firstresponse";"diffELO";"king.moves";"queen.moves";"rook.moves";"knight.moves";"bishop.moves";"takes";"w.castle";"b.castle";"checks";"material"
"black";1;44;"resign";1282;1421;2;10;0;"B";"Usual";"Usual";-183.9756;-2;0;3;0;1;-3;"castle";"no castle";2;13
"white";1;51;"resign";1570;1585;5;8;0;"C";"Usual";"Usual";-21.94479;-1;-2;1;3;4;1;"castle";"castle";-2;-8
"black";1;50;"resign";1605;1558;8;3;10;"B";"Usual";"Unusual";68.87631;-1;-2;4;-3;-2;0;"castle";"castle";1;6
"white";1;39;"resign";1546;1600;5;10;0;"C";"Usual";"Usual";-78.85133;0;4;0;2;2;4;"no castle";"castle";0;-7
"black";1;90;"outoftime";1579;1534;1;8;1;"A";"Unusual";"Unusual";65.25139;3;0;-9;10;-6;-4;"castle";"castle";-5;1
"white";1;91;"mate";1523;1535;6;15;0;"C";"Usual";"Usual";-17.19679;-7;1;-1;9;4;7;"castle";"castle";6;1
"white";1;119;"mate";1534;1530;5;5;5;"B";"Usual";"Usual";5.739667;-29;6;11;11;3;2;"castle";"no castle";18;19
"black";1;83;"resign";1539;1582;2;11;5;"B";"Usual";"Unusual";-62.45743;2;2;-1;1;0;-2;"castle";"castle";-4;-4
"black";1;112;"mate";1538;1529;2;7;5;"A";"Unusual";"Usual";12.92258;6;3;-8;4;1;-1;"castle";"castle";-8;2
"white";1;55;"mate";1559;1539;4;7;3;"D";"Unusual";"Usual";28.90808;-4;5;-1;-1;3;1;"castle";"no castle";4;7
"black";1;74;"resign";1549;1549;6;7;3;"C";"Usual";"Usual";0;1;-2;0;-4;1;-3;"castle";"castle";-1;7
"black";1;120;"resign";1553;1539;3;7;4;"B";"Usual";"Usual";20.20975;8;-1;-3;2;2;-1;"castle";"castle";-4;-22
"black";1;60;"resign";1549;1527;3;10;0;"B";"Usual";"Usual";31.6496;-4;0;4;-3;4;-1;"castle";"castle";0;-7
"white";1;45;"outoftime";1553;1538;4;10;0;"D";"Unusual";"Usual";21.64867;3;2;4;-5;0;-2;"no castle";"castle";-4;-3
"black";1;150;"mate";1540;1536;4;5;5;"D";"Unusual";"Usual";5.754473;14;0;14;-18;-5;-3;"castle";"castle";-6;-15
"white";1;61;"resign";1618;1545;3;8;3;"B";"Usual";"Usual";106.9781;-2;5;0;2;1;0;"castle";"castle";1;1
"white";1;95;"resign";1533;1573;6;5;8;"B";"Usual";"Unusual";-57.91487;-9;0;-5;11;5;2;"castle";"castle";5;-1
"black";1;94;"resign";1538;1534;4;9;1;"B";"Usual";"Usual";5.749537;-1;-6;14;1;-2;-4;"castle";"castle";-3;3
"black";0;76;"resign";2030;1841;8;10;2;"B";"Usual";"Usual";318.2452;-2;-3;5;-8;5;0;"castle";"no castle";4;5
"black";0;26;"resign";2030;1225;2;45;0;"B";"Usual";"Unusual";1202.534;0;-3;1;2;2;-1;"no castle";"no castle";-1;1
"white";0;42;"resign";1855;2030;4;20;0;"D";"Unusual";"Usual";-295.4272;1;2;0;-4;-4;1;"castle";"no castle";0;5
"black";0;86;"resign";2030;2202;4;10;0;"B";"Usual";"Unusual";-308.7724;4;-1;7;0;-12;0;"castle";"castle";-3;10
"white";0;99;"mate";2030;1841;4;10;2;"C";"Usual";"Usual";318.2452;-9;8;0;4;-1;2;"castle";"castle";8;9
"black";0;26;"resign";2030;1841;8;10;2;"B";"Usual";"Unusual";318.2452;0;-4;1;1;-1;0;"castle";"castle";-2;-3
"black";0;52;"resign";2030;1641;8;45;0;"C";"Usual";"Usual";631.0151;0;-1;-3;2;-1;0;"castle";"castle";-1;-6
"black";0;59;"resign";2030;2168;18;45;0;"C";"Usual";"Usual";-246.2887;1;-2;2;-7;0;-1;"castle";"castle";-1;2
"black";0;52;"resign";2030;1491;10;45;0;"C";"Usual";"Usual";849.3988;0;-3;1;2;-2;-1;"castle";"castle";2;2
"black";0;34;"resign";2030;1767;3;45;0;"B";"Usual";"Unusual";436.8461;0;1;-1;-3;2;0;"castle";"no castle";1;10
"white";1;39;"mate";1486;1092;3;12;12;"D";"Unusual";"Usual";506.2936;-4;3;0;-1;-3;5;"no castle";"no castle";4;0
"white";1;93;"resign";1417;1500;7;5;10;"C";"Usual";"Usual";-115.3347;-6;0;6;-1;10;3;"castle";"castle";6;2
"white";1;29;"mate";1493;1342;5;15;1;"D";"Unusual";"Usual";206.0065;-1;4;0;-1;1;1;"castle";"no castle";1;-1
"black";1;66;"resign";1349;1486;4;15;1;"C";"Usual";"Usual";-186.9065;2;-1;-3;8;-2;-5;"no castle";"castle";-2;-7
"white";1;84;"resign";1363;1501;8;20;0;"C";"Usual";"Usual";-189.5052;-4;4;0;1;-6;1;"castle";"castle";1;3
"white";1;67;"outoftime";1491;1461;3;10;8;"C";"Usual";"Usual";42.0111;0;1;-2;0;-1;0;"castle";"castle";1;-5
"black";1;62;"mate";1420;1473;7;30;0;"C";"Usual";"Usual";-73.25509;-2;3;-4;0;4;-2;"castle";"no castle";1;3
"black";1;81;"resign";1490;1317;6;10;5;"C";"Usual";"Usual";234.5265;5;-2;-1;0;-1;0;"castle";"castle";1;-4
"white";1;63;"mate";1488;1067;2;25;0;"A";"Unusual";"Unusual";538.0022;-5;1;0;2;1;2;"castle";"no castle";6;1
"black";1;96;"resign";1339;1481;1;40;0;"A";"Unusual";"Unusual";-193.0709;13;0;-6;3;-7;-4;"castle";"castle";-6;-3
"white";1;8;"resign";1332;1498;3;15;5;"B";"Usual";"Usual";-226.2147;0;0;0;-2;1;0;"no castle";"no castle";0;0
"white";1;99;"mate";1500;1510;5;30;0;"C";"Usual";"Usual";-14.1826;-9;-1;7;2;-4;5;"castle";"castle";3;-9
"black";1;44;"mate";1517;1661;3;45;30;"B";"Usual";"Usual";-211.6915;4;0;0;-5;-1;-1;"castle";"castle";-4;0
"black";1;47;"resign";1524;1654;4;45;30;"B";"Usual";"Usual";-191.1104;2;1;-3;3;-2;-4;"castle";"castle";-3;-2
"white";1;15;"resign";1551;1535;10;3;8;"C";"Usual";"Usual";23.06724;0;1;0;0;1;0;"castle";"no castle";0;3
"black";1;88;"resign";1548;1540;5;3;8;"C";"Usual";"Usual";11.53856;-3;-1;3;8;-5;1;"castle";"castle";3;8
"white";1;5;"outoftime";1473;1532;2;8;11;"C";"Usual";"Usual";-83.58637;0;0;0;0;1;0;"no castle";"no castle";0;0
"white";1;19;"resign";1453;1561;1;8;11;"A";"Unusual";"Unusual";-153.3054;0;-1;0;1;0;0;"no castle";"no castle";0;-8
"white";0;57;"mate";1340;1400;1;10;45;"A";"Unusual";"Unusual";-80.0987;-11;5;0;-6;9;6;"no castle";"no castle";3;2
"black";0;134;"mate";1400;1340;2;10;45;"A";"Unusual";"Unusual";80.0987;21;-8;0;2;-3;-6;"no castle";"no castle";-1;-17
"white";1;33;"mate";1500;1482;3;5;8;"A";"Unusual";"Unusual";25.37323;-6;11;0;-3;1;0;"no castle";"no castle";6;0
"white";1;29;"outoftime";1412;1705;1;5;8;"A";"Unusual";"Unusual";-425.2205;-3;3;0;1;-1;2;"no castle";"no castle";4;-11
"black";1;102;"outoftime";1561;1500;1;5;10;"A";"Unusual";"Unusual";87.47347;-15;0;5;-2;7;7;"no castle";"no castle";1;-5
"black";1;40;"resign";1468;1648;3;15;0;"C";"Usual";"Usual";-261.1721;2;0;0;-6;-1;-2;"no castle";"castle";-3;0
"white";1;75;"resign";1631;1711;8;15;10;"C";"Usual";"Usual";-121.6533;0;0;3;-2;2;2;"castle";"castle";3;-1
"white";1;9;"resign";1630;1130;6;15;0;"B";"Usual";"Unusual";670.5737;0;0;0;-3;1;1;"no castle";"no castle";0;0
"black";1;76;"resign";1197;1628;2;15;10;"C";"Usual";"Usual";-586.6758;0;2;0;-7;5;-2;"castle";"no castle";-2;5
"black";1;76;"resign";1243;1625;8;12;6;"E";"Unusual";"Usual";-525.0438;-1;-1;5;-4;4;-2;"castle";"castle";2;-9
"black";1;86;"outoftime";1250;1622;4;20;0;"B";"Usual";"Usual";-511.7582;0;-5;6;0;2;-3;"castle";"castle";0;-7
"white";1;73;"resign";1500;1633;3;30;30;"A";"Unusual";"Unusual";-193.6746;-3;1;-5;-3;8;2;"castle";"castle";3;5
"white";1;17;"resign";1624;1526;11;30;5;"B";"Usual";"Usual";143.2215;0;1;0;1;-1;-1;"no castle";"no castle";-1;-3
"black";1;20;"resign";1537;1613;9;30;5;"C";"Usual";"Usual";-111.0697;0;1;0;1;1;-2;"no castle";"no castle";-1;-1
"white";1;58;"resign";1602;1549;11;30;5;"B";"Usual";"Usual";77.47286;-1;1;1;5;0;0;"castle";"castle";0;-4
"white";1;59;"mate";1595;1411;10;12;5;"C";"Usual";"Usual";260.7329;3;1;0;1;-1;2;"castle";"castle";-3;-5
"black";1;54;"mate";1117;1593;5;15;3;"E";"Unusual";"Usual";-631.045;1;-4;1;-3;1;-1;"no castle";"no castle";-1;-9
"black";1;112;"mate";1290;1589;3;15;15;"C";"Usual";"Usual";-411.9781;16;-3;-6;-2;-2;-5;"castle";"castle";-8;-2
"white";1;31;"mate";1585;1294;3;15;15;"C";"Usual";"Usual";400.9553;-1;0;-1;2;1;0;"no castle";"castle";2;1
"white";1;57;"resign";1348;1606;3;5;10;"C";"Usual";"Usual";-361.4547;2;0;-2;-1;-3;-1;"castle";"castle";-1;-4
"white";1;77;"resign";1599;1424;5;15;0;"C";"Usual";"Usual";248.8973;-1;3;4;-6;-1;2;"no castle";"no castle";1;19
"black";0;38;"resign";1433;1599;9;15;5;"C";"Usual";"Usual";-236.5577;0;-1;3;3;-4;-1;"castle";"castle";0;0
"white";0;65;"outoftime";1599;1315;11;15;5;"B";"Usual";"Usual";394.3763;1;3;2;-3;0;2;"castle";"castle";-2;1
"black";0;30;"resign";1315;1599;7;15;5;"C";"Usual";"Usual";-394.3763;0;-1;0;-1;1;-1;"castle";"castle";-1;0
"black";1;88;"resign";1468;1590;9;30;0;"D";"Unusual";"Usual";-174.8341;11;-1;-10;-2;5;-2;"castle";"castle";-7;6
"white";1;97;"mate";1584;1359;4;14;0;"B";"Usual";"Unusual";314.4587;-4;1;14;-4;6;6;"castle";"no castle";5;-1
"white";1;21;"resign";1311;1611;11;11;0;"C";"Usual";"Usual";-417.335;0;0;0;0;1;2;"no castle";"no castle";1;-1
"white";0;47;"resign";1611;1299;10;20;0;"B";"Usual";"Usual";432.8735;-2;2;0;6;0;2;"castle";"no castle";2;9
"black";0;35;"resign";1299;1611;7;10;1;"C";"Usual";"Usual";-432.8735;2;-4;1;0;-3;-1;"castle";"castle";-2;-2
"white";1;45;"resign";1586;1742;8;15;10;"C";"Usual";"Usual";-236.5503;0;-1;0;-4;3;2;"castle";"castle";-2;0
"black";1;42;"mate";1288;1582;4;10;1;"A";"Unusual";"Usual";-404.2727;1;-1;2;1;1;-2;"castle";"castle";-1;2
"white";1;55;"resign";1559;1797;8;15;10;"C";"Usual";"Usual";-362.9463;-2;1;-2;3;0;-1;"castle";"no castle";3;-1
"black";1;56;"resign";1754;1537;7;15;10;"C";"Usual";"Usual";326.5709;6;-2;-2;2;-2;-3;"no castle";"castle";-3;7
"white";1;103;"resign";1515;1719;8;20;5;"C";"Usual";"Usual";-303.4201;-15;2;10;2;-2;3;"castle";"castle";4;6
"white";1;34;"resign";1507;1318;4;12;0;"B";"Usual";"Unusual";257.2662;-2;-5;1;2;3;2;"castle";"no castle";1;4
"black";1;32;"resign";1515;1710;8;8;4;"C";"Usual";"Usual";-289.4926;-2;-2;1;2;-1;-1;"castle";"no castle";2;3
"white";1;85;"resign";1680;1516;11;15;10;"C";"Usual";"Usual";242.0037;-3;4;-1;-4;1;1;"castle";"no castle";6;-4
"black";1;100;"resign";1525;1674;8;15;10;"C";"Usual";"Usual";-220.0071;5;-4;0;2;2;-2;"castle";"castle";-5;-20
"black";1;34;"resign";1500;1497;8;10;0;"C";"Usual";"Usual";4.242751;-2;2;1;-1;-3;-4;"castle";"no castle";4;1
"white";0;61;"resign";1704;1380;11;20;0;"B";"Usual";"Usual";466.9118;0;1;-3;-6;3;1;"castle";"castle";2;1
"white";0;47;"resign";1704;1380;8;30;0;"C";"Usual";"Usual";466.9118;2;-5;3;-1;3;3;"castle";"no castle";-2;-5
"white";1;61;"resign";1702;1266;6;30;30;"B";"Usual";"Usual";612.7131;1;-2;-3;0;2;3;"castle";"castle";0;-8
"white";0;59;"resign";1702;1380;8;15;0;"C";"Usual";"Usual";463.831;-1;3;-1;6;-5;-2;"castle";"castle";2;12
"black";0;26;"resign";1702;1380;8;15;0;"C";"Usual";"Usual";463.831;0;-1;0;1;1;-1;"no castle";"no castle";-1;3
"black";0;44;"mate";1702;1380;8;15;0;"C";"Usual";"Usual";463.831;0;1;-2;3;-2;0;"castle";"no castle";0;1
"white";0;59;"resign";1702;1380;6;20;0;"B";"Usual";"Usual";463.831;-2;1;-3;-2;1;0;"castle";"no castle";2;4
"white";0;39;"resign";1702;1380;6;20;0;"B";"Usual";"Usual";463.831;3;-2;0;1;-2;2;"no castle";"castle";-3;-7
"white";0;47;"mate";1702;1380;11;20;0;"B";"Usual";"Usual";463.831;-1;-1;1;-3;4;-1;"castle";"castle";2;5
"white";0;53;"resign";1702;1380;11;20;0;"B";"Usual";"Usual";463.831;0;-1;-1;-3;2;-1;"castle";"no castle";1;-1
"black";0;50;"mate";1702;1380;11;10;0;"B";"Usual";"Usual";463.831;0;-3;1;-6;7;1;"castle";"no castle";2;5
"black";1;74;"mate";871;1701;3;30;30;"B";"Usual";"Usual";-1065.022;2;1;4;-6;-5;-8;"castle";"castle";-1;6
"white";1;49;"resign";1698;1384;9;20;0;"C";"Usual";"Usual";452.3072;0;-2;0;4;0;3;"castle";"no castle";1;1
"black";1;78;"resign";1709;1735;2;30;30;"B";"Usual";"Unusual";-40.35534;-3;2;2;2;0;-2;"castle";"castle";4;7
"white";0;45;"mate";1709;1384;2;20;20;"B";"Usual";"Unusual";469.2551;-3;-2;0;1;3;3;"no castle";"no castle";4;0
"black";0;55;"resign";1709;1384;2;20;20;"B";"Usual";"Unusual";469.2551;-3;-2;4;2;0;1;"castle";"no castle";6;-5
"black";0;38;"resign";1384;1709;10;15;0;"B";"Usual";"Usual";-469.2551;1;-1;4;2;-2;-2;"no castle";"castle";-3;-4
"white";0;24;"resign";1709;1384;6;15;0;"C";"Usual";"Usual";469.2551;1;0;1;-2;-1;-1;"no castle";"no castle";-2;-2
"black";0;34;"resign";1384;1709;11;15;0;"B";"Usual";"Usual";-469.2551;1;1;1;2;-5;-4;"no castle";"no castle";-3;0
"black";1;72;"outoftime";1721;1757;3;10;0;"B";"Usual";"Usual";-56.25416;6;-2;-4;1;2;-3;"castle";"castle";-1;2
"white";1;64;"resign";1524;1741;1;10;0;"A";"Unusual";"Unusual";-324.8307;2;2;1;0;-8;2;"castle";"no castle";-4;2
"white";1;57;"resign";1766;1753;5;10;0;"B";"Usual";"Usual";20.47841;5;-2;-2;-3;0;0;"no castle";"castle";-3;-5
"white";1;51;"resign";1518;1774;2;10;0;"B";"Usual";"Usual";-385.3424;2;-1;-4;-5;5;2;"castle";"castle";-1;-10
"black";1;86;"resign";1905;1896;5;30;30;"B";"Usual";"Usual";14.96021;1;1;-1;-6;0;-2;"no castle";"castle";-2;10
"white";1;37;"resign";1871;1940;3;10;10;"B";"Usual";"Usual";-114.9078;2;1;-3;-4;1;0;"no castle";"no castle";1;-1
"black";1;122;"resign";1977;2012;7;15;10;"E";"Unusual";"Usual";-60.2082;0;3;9;-8;-5;-2;"no castle";"castle";2;6
"white";1;97;"mate";1213;1813;2;10;0;"A";"Unusual";"Usual";-853.9173;-5;-5;11;2;0;2;"castle";"castle";4;7
"white";1;117;"mate";1184;1506;4;10;30;"D";"Unusual";"Usual";-424.897;-21;10;6;3;2;4;"castle";"castle";16;-4
"black";1;32;"resign";1186;1745;4;10;0;"A";"Unusual";"Usual";-779.186;0;0;-1;2;1;0;"castle";"castle";1;-5
"white";1;21;"mate";1569;1189;9;7;2;"C";"Usual";"Usual";509.4016;-2;1;0;0;1;1;"castle";"no castle";2;-1
"black";1;70;"mate";1199;1329;5;7;2;"D";"Unusual";"Usual";-165.0463;0;-2;-3;3;4;0;"castle";"castle";-3;1
"white";1;45;"resign";2186;2169;5;8;0;"A";"Unusual";"Usual";31.16317;-1;2;2;-2;1;1;"castle";"castle";-1;8
"white";1;111;"outoftime";2178;2073;5;8;0;"D";"Unusual";"Usual";189.1101;-3;10;1;-2;1;-1;"castle";"castle";4;-7
"white";1;61;"resign";2165;2066;2;8;0;"A";"Unusual";"Unusual";177.6931;-2;1;1;2;1;0;"castle";"castle";1;-8
"black";1;62;"resign";2169;2153;7;8;0;"C";"Usual";"Usual";29.16718;0;1;3;-2;-3;0;"castle";"castle";0;-4
"white";1;5;"resign";2141;2180;2;8;0;"A";"Unusual";"Unusual";-71.08297;0;0;0;0;1;1;"no castle";"no castle";0;-3
"black";1;106;"resign";2150;2171;2;8;0;"A";"Unusual";"Unusual";-38.27545;-2;-1;7;-2;4;-3;"castle";"castle";1;-1
"black";1;102;"resign";2183;2138;13;8;0;"A";"Unusual";"Unusual";82.01882;6;-3;0;-2;1;-2;"castle";"castle";-2;7
"white";1;91;"mate";1890;1887;5;10;0;"B";"Usual";"Usual";4.964528;-2;2;12;0;-12;1;"no castle";"no castle";0;-4
"black";1;70;"resign";1516;1887;3;10;0;"B";"Usual";"Unusual";-571.1477;4;-5;-4;0;2;-2;"castle";"castle";-1;6
"white";1;55;"mate";1886;1223;5;10;0;"C";"Usual";"Usual";960.5524;-5;0;-1;3;5;5;"castle";"no castle";6;0
"white";1;101;"resign";2312;1888;2;10;0;"A";"Unusual";"Unusual";756.9747;2;2;2;-2;1;0;"castle";"castle";1;2
"black";1;76;"mate";1807;1879;2;10;0;"B";"Usual";"Unusual";-117.1277;-5;-1;2;-1;6;-2;"castle";"castle";4;-1
"white";1;41;"mate";1872;1733;4;10;0;"B";"Usual";"Unusual";222.6487;1;-4;0;-2;4;-2;"castle";"no castle";-2;-5
"black";1;50;"resign";1878;2062;8;10;0;"B";"Usual";"Unusual";-313.7421;2;-10;1;0;2;-1;"no castle";"castle";-5;-11
"black";1;84;"resign";1910;1864;7;10;0;"B";"Usual";"Unusual";76.0802;2;0;-1;-2;-1;-4;"castle";"castle";-8;-2
"white";1;109;"mate";1855;1791;9;10;0;"C";"Usual";"Usual";103.3239;-11;10;-1;3;-2;4;"castle";"castle";12;20
"white";1;69;"mate";1838;1986;6;10;0;"C";"Usual";"Usual";-247.0623;-3;-5;5;-2;-1;1;"castle";"castle";3;-9
"black";1;44;"mate";1602;1828;5;10;0;"B";"Usual";"Unusual";-349.8051;2;1;-1;0;-4;-1;"castle";"castle";-1;9
"black";0;70;"resign";1673;1828;2;15;0;"B";"Usual";"Usual";-243.3051;-1;1;3;-2;0;-2;"castle";"castle";3;0
"white";0;45;"resign";1828;1500;2;150;0;"B";"Usual";"Usual";497.3621;0;1;0;2;-1;0;"castle";"castle";1;1
"white";0;27;"resign";1500;1828;8;150;0;"C";"Usual";"Usual";-497.3621;0;0;1;-2;-1;1;"castle";"no castle";0;0
"black";1;46;"resign";1848;1559;4;20;8;"C";"Usual";"Usual";445.2668;-1;-4;1;4;1;-2;"castle";"castle";0;7
"white";1;53;"resign";1815;1878;4;10;0;"B";"Usual";"Usual";-102.6228;1;3;2;-3;-1;1;"castle";"castle";3;6
"white";1;27;"resign";2193;1892;7;10;0;"B";"Usual";"Unusual";526.7036;2;-1;0;-1;-1;-1;"no castle";"no castle";0;-2
"white";1;99;"outoftime";1777;1908;8;10;0;"B";"Usual";"Unusual";-213.0669;-8;4;0;-1;6;2;"castle";"castle";4;7
"white";1;85;"mate";1902;1706;4;10;0;"B";"Usual";"Usual";314.132;-2;-2;0;2;4;2;"castle";"castle";1;5
"white";1;67;"mate";1899;1512;6;10;0;"C";"Usual";"Usual";596.7344;-5;6;3;-3;1;5;"castle";"no castle";8;6
"black";1;96;"mate";1805;1890;6;10;0;"E";"Unusual";"Usual";-138.5117;3;-4;3;-3;-3;-3;"castle";"castle";-3;-10
"black";1;82;"resign";1903;1896;5;10;0;"B";"Usual";"Usual";11.6314;3;-7;2;0;1;0;"castle";"castle";-5;5
"black";1;48;"resign";1677;1897;8;10;0;"B";"Usual";"Usual";-350.2899;0;2;-2;2;0;0;"castle";"castle";0;13
"black";1;54;"resign";1900;2246;4;10;0;"B";"Usual";"Usual";-611.9568;0;1;-2;1;-3;0;"castle";"castle";1;-5
"black";1;112;"outoftime";1460;1427;2;10;0;"A";"Unusual";"Usual";45.55059;-2;-5;5;0;1;1;"castle";"castle";2;-4
"white";1;33;"resign";1426;987;4;10;0;"B";"Usual";"Unusual";541.7764;0;3;-3;-2;2;3;"no castle";"no castle";1;-3
"white";1;59;"resign";1421;1186;5;10;0;"C";"Usual";"Usual";304.0793;-7;1;-1;6;3;4;"castle";"castle";5;14
"white";1;119;"mate";1417;1432;11;10;0;"C";"Usual";"Usual";-20.52899;-12;9;9;5;-11;4;"castle";"castle";4;31
"white";1;123;"resign";1428;1150;4;10;0;"B";"Usual";"Unusual";357.2326;-16;2;3;17;-10;4;"castle";"castle";12;21
"black";1;46;"resign";1415;1418;8;10;0;"E";"Unusual";"Usual";-4.090993;-1;5;0;-3;-6;-2;"castle";"no castle";1;-1
"white";1;45;"mate";1405;1486;5;10;0;"E";"Unusual";"Usual";-111.9059;-3;3;4;-3;-1;-2;"castle";"no castle";4;-6
"white";1;41;"mate";1383;1464;11;10;0;"D";"Unusual";"Usual";-110.8066;0;0;-1;2;0;1;"castle";"castle";-1;1
"white";1;55;"resign";1317;1383;8;10;0;"C";"Usual";"Usual";-87.29426;1;-5;0;1;3;2;"castle";"castle";-3;-9
"white";1;63;"resign";1375;1269;4;10;0;"C";"Usual";"Usual";138.3689;-5;-1;2;2;5;3;"castle";"castle";6;-2
"white";1;89;"mate";1363;1418;6;10;0;"D";"Unusual";"Usual";-74.11937;-19;21;3;-9;0;6;"castle";"castle";10;24
"white";1;71;"resign";1392;1373;6;10;0;"C";"Usual";"Usual";25.5111;-3;12;1;-1;-2;4;"castle";"castle";5;5
"white";0;75;"resign";2234;2361;13;30;30;"C";"Usual";"Usual";-242.2088;2;0;-2;-3;2;3;"castle";"castle";-3;2
"white";1;43;"resign";2232;1652;10;10;0;"B";"Usual";"Usual";978.9513;-1;1;-2;4;2;-1;"no castle";"castle";2;-4
"black";1;54;"resign";1826;2228;5;10;0;"D";"Unusual";"Usual";-699.5941;0;0;0;0;2;0;"castle";"castle";2;4
"black";1;94;"outoftime";2052;2217;9;10;0;"C";"Usual";"Usual";-298.0891;3;8;-4;-9;-3;-3;"castle";"castle";-2;5
"white";1;40;"resign";2211;1871;6;10;0;"C";"Usual";"Usual";594.6329;0;-1;0;-3;-1;0;"castle";"castle";-1;-13
"black";1;93;"resign";1814;2207;5;10;0;"D";"Unusual";"Usual";-679.9312;0;-4;2;-2;2;-2;"castle";"no castle";-2;-8
"black";1;110;"mate";2025;2194;4;10;0;"B";"Usual";"Usual";-302.7091;2;3;-4;1;-6;-2;"no castle";"castle";-1;0
"white";1;77;"mate";2193;1511;11;10;0;"B";"Usual";"Usual";1113.246;-4;-1;5;2;3;1;"castle";"castle";5;2
"black";1;74;"mate";1516;2192;4;10;0;"B";"Usual";"Usual";-1104.286;9;-2;-5;-1;-3;-6;"castle";"castle";-6;12
"white";1;43;"resign";2189;1773;8;10;0;"B";"Usual";"Usual";712.153;1;0;-2;0;1;1;"castle";"castle";-1;-1
"black";1;118;"resign";1969;2178;6;10;0;"C";"Usual";"Usual";-369.7147;6;-1;3;2;-14;-4;"castle";"castle";-3;-4
"black";1;102;"resign";2023;2163;5;10;0;"A";"Unusual";"Unusual";-249.3399;0;-1;-1;-4;6;0;"castle";"castle";-1;-2
"white";1;62;"resign";2147;2031;9;10;0;"B";"Usual";"Usual";206.3097;0;3;-4;5;-1;0;"castle";"no castle";-1;11
"black";1;66;"resign";1657;2143;5;10;0;"C";"Usual";"Usual";-807.7014;2;-6;-1;0;8;0;"castle";"castle";1;-4
"white";1;22;"resign";2141;1578;7;10;0;"B";"Usual";"Unusual";921.6043;0;1;0;1;-5;0;"castle";"no castle";0;0
"white";1;81;"resign";2140;1521;6;10;0;"C";"Usual";"Usual";1002.2;0;4;1;0;-2;3;"castle";"castle";-1;18
"black";1;62;"resign";1834;2132;9;10;0;"C";"Usual";"Usual";-510.5157;1;3;-1;2;3;-2;"castle";"castle";0;-4
"black";1;46;"resign";1529;2130;12;10;0;"D";"Unusual";"Usual";-972.6857;3;-2;1;-5;2;-2;"castle";"castle";-2;-4
"white";1;105;"resign";2048;2150;10;10;0;"B";"Usual";"Usual";-182.0395;2;0;2;0;-4;0;"castle";"castle";-1;-13
"black";1;48;"resign";1792;2146;6;10;0;"E";"Unusual";"Usual";-603.3942;3;-2;-3;-2;0;-4;"no castle";"castle";-5;1
"black";1;60;"resign";2167;1978;6;10;0;"A";"Unusual";"Unusual";334.2187;-3;-1;5;-2;1;0;"castle";"castle";0;0
"white";1;50;"resign";2161;1923;7;10;0;"A";"Unusual";"Unusual";416.3899;0;1;0;-5;4;1;"castle";"castle";0;-3
"black";1;54;"resign";1656;2160;8;10;0;"B";"Usual";"Usual";-840.1036;3;1;-3;2;1;-1;"castle";"castle";-3;-4
"black";1;96;"mate";1541;2159;5;10;0;"B";"Usual";"Unusual";-1008.015;7;2;2;-2;-7;0;"castle";"castle";-10;-1
"white";1;63;"outoftime";2152;1950;3;10;0;"A";"Unusual";"Unusual";354.5281;2;1;-1;3;-3;2;"castle";"castle";-1;9
"white";1;21;"resign";2159;1749;9;10;0;"C";"Usual";"Usual";695.0524;0;-1;2;2;-2;1;"castle";"no castle";1;3
"white";1;69;"resign";2376;2166;9;10;0;"A";"Unusual";"Usual";397.0697;1;7;-4;-5;-1;2;"castle";"castle";-2;-6
"white";1;71;"resign";2151;2167;7;10;0;"A";"Unusual";"Unusual";-29.14744;-1;1;-4;4;-2;1;"castle";"castle";0;0
"black";1;56;"resign";2084;2140;3;10;0;"B";"Usual";"Usual";-100.3924;0;-1;1;-4;1;0;"castle";"no castle";-2;7
"black";1;38;"resign";2032;2129;9;10;0;"A";"Unusual";"Usual";-172.0089;2;0;1;-1;-3;0;"no castle";"castle";0;-5
"white";1;51;"resign";2126;1794;7;10;0;"B";"Usual";"Usual";564.0518;1;0;-1;5;-2;3;"castle";"castle";0;-1
"white";1;57;"outoftime";2120;1887;3;10;0;"C";"Usual";"Usual";402.1083;1;-1;-3;-2;3;1;"castle";"castle";-4;-4
"black";1;26;"resign";1927;2112;5;10;0;"B";"Usual";"Usual";-321.0965;1;-1;-1;1;1;-1;"no castle";"castle";-2;-1
"white";1;61;"resign";2102;2255;2;10;0;"A";"Unusual";"Unusual";-280.5629;-2;1;-1;-2;0;0;"castle";"castle";2;1
"white";1;67;"outoftime";2101;1587;7;10;0;"B";"Usual";"Usual";836.4787;0;-1;4;4;-5;1;"castle";"castle";-1;3
"black";1;22;"resign";1491;2100;5;10;0;"A";"Unusual";"Usual";-972.8597;0;1;0;2;-2;-1;"no castle";"no castle";-1;2
"white";1;15;"resign";2187;2111;2;10;0;"B";"Usual";"Unusual";137.9815;0;-1;0;3;1;1;"no castle";"no castle";0;0
"white";0;51;"resign";2438;2146;5;20;10;"B";"Usual";"Unusual";555.8988;5;-1;2;-5;-4;0;"no castle";"castle";-4;-3
"white";0;23;"mate";2438;946;2;20;10;"B";"Usual";"Unusual";2288.163;0;2;0;-2;1;1;"no castle";"castle";0;1
